id,state,lga,edited-ward
5837,Osun,Boluwaduro,Iresi  I
5838,Osun,Boluwaduro,Iresi  II
5839,Osun,Boluwaduro,Obala Iloro
5840,Osun,Boluwaduro,Oke Ode Otan
5841,Osun,Boluwaduro,Oke-Irun
5842,Osun,Boluwaduro,Oke-Omi Otan
5843,Osun,Boluwaduro,Oke-Otan
5844,Osun,Boripe,Ada I
5845,Osun,Boripe,Ada II
5846,Osun,Boripe,Agba
5847,Osun,Boripe,College/Egbada Road
5848,Osun,Boripe,Isale Asa Iree
5849,Osun,Boripe,Isale-Oyo
5850,Osun,Boripe,Oja - Oba
5851,Osun,Boripe,Oke Aree
5852,Osun,Boripe,Oke Esa/Oke Ogi
5853,Osun,Boripe,Oloti Iragbiji
5854,Osun,Boripe,Ororuwo
5855,Osun,Ede north,Abogunde/Sagba
5856,Osun,Ede north,Alusekere
5857,Osun,Ede north,Apaso
5858,Osun,Ede north,Bara Ejemu
5859,Osun,Ede north,Isibo/Buari-Isola
5860,Osun,Ede north,Jagun/Jagun Ede
5861,Osun,Ede north,Olaba/Atapara
5862,Osun,Ede north,Ologun/Agbaakin
5863,Osun,Ede north,Olusokun
5864,Osun,Ede north,Sabo/Agbongbe I
5865,Osun,Ede north,Sabo/Agbongbe II
5866,Osun,Ede south,Alajue I
5867,Osun,Ede south,Alajue II
5868,Osun,Ede south,Asunmo
5869,Osun,Ede south,Babanla/Agate
5870,Osun,Ede south,Babasanya
5871,Osun,Ede south,Kuye
5872,Osun,Ede south,Loogun
5873,Osun,Ede south,Olodan
5874,Osun,Ede south,Oloki/Akoda
5875,Osun,Ede south,Sekona
5876,Osun,Egbedore,Ara I
5877,Osun,Egbedore,Ara II
5878,Osun,Egbedore,Awo/Abudo
5879,Osun,Egbedore,Ido-Osun
5880,Osun,Egbedore,Ikotun
5881,Osun,Egbedore,Ira Gberi I
5882,Osun,Egbedore,Ira Gberi II
5883,Osun,Egbedore,Iwoye/Idoo/Origo
5884,Osun,Egbedore,Ojo/Aro
5885,Osun,Egbedore,Okin Ni/Olorunsogo/Ofatedo
5886,Osun,Ejigbo,Elejigbo A
5887,Osun,Ejigbo,Elejigbo B/Osolo
5888,Osun,Ejigbo,Elejigbo C/Mapo
5889,Osun,Ejigbo,Elejigbo D/Ejemu
5890,Osun,Ejigbo,Elejigbo/Ayegbogbo
5891,Osun,Ejigbo,Ifeodan A/Owu-Ile
5892,Osun,Ejigbo,Ifeodan B/Masifa
5893,Osun,Ejigbo,Ilawo/Isoko/Isundunrin
5894,Osun,Ejigbo,Inisa I/Aato/Igbon
5895,Osun,Ejigbo,Inisa II/Afaake/Ayegunle
5896,Osun,Ejigbo,Ola/Aye/Agurodo
5897,Osun,Ife central,Akarabata
5898,Osun,Ife central,Ilare 1
5899,Osun,Ife central,Ilare 1I
5900,Osun,Ife central,Ilare III
5901,Osun,Ife central,Ilare IV
5902,Osun,Ife central,Iremo II (Eleyele)
5903,Osun,Ife central,Iremo III
5904,Osun,Ife central,Iremo IV
5905,Osun,Ife central,Iremo V
5906,Osun,Ife central,Iremo/Ajebandele
5907,Osun,Ife central,More Ojaja
5908,Osun,Ife east,Ilode  I
5909,Osun,Ife east,Ilode  II
5910,Osun,Ife east,Modakeke  II
5911,Osun,Ife east,Modakeke  III
5912,Osun,Ife east,Modakeke I
5913,Osun,Ife east,More
5914,Osun,Ife east,Okerewe  I
5915,Osun,Ife east,Okerewe  II
5916,Osun,Ife east,Okerewe  III
5917,Osun,Ife east,Yekemi
5918,Osun,Ife north,Asipa/Akinlalu
5919,Osun,Ife north,Edunabon  I
5920,Osun,Ife north,Edunabon  II
5921,Osun,Ife north,Famia
5922,Osun,Ife north,Ipetumodu  I
5923,Osun,Ife north,Ipetumodu  II
5924,Osun,Ife north,Moro
5925,Osun,Ife north,Oyere - II
5926,Osun,Ife north,Oyere I
5927,Osun,Ife north,Yakoyo
5928,Osun,Ife south,Aare
5929,Osun,Ife south,Abiri Ogudu
5930,Osun,Ife south,Aye
5931,Osun,Ife south,Ayesan
5932,Osun,Ife south,Ikija  I
5933,Osun,Ife south,Ikija  II
5934,Osun,Ife south,Kere
5935,Osun,Ife south,Mefoworade
5936,Osun,Ife south,Oke Owena
5937,Osun,Ife south,Olode
5938,Osun,Ife south,Osi
5939,Osun,Ifedayo,Akesin
5940,Osun,Ifedayo,Asaoni
5941,Osun,Ifedayo,Aworo/Oke-Ila Rural
5942,Osun,Ifedayo,Ayetoro
5943,Osun,Ifedayo,Balogun
5944,Osun,Ifedayo,Co-OperatIVe
5945,Osun,Ifedayo,Isinmi
5946,Osun,Ifedayo,Obaale
5947,Osun,Ifedayo,Oyi
5948,Osun,Ifedayo,Temidire
5949,Osun,Ifelodun,Amola Ikirun
5950,Osun,Ifelodun,Eesa Ikirun
5951,Osun,Ifelodun,Ekoende/Eko Ajala
5952,Osun,Ifelodun,Iba  I
5953,Osun,Ifelodun,Iba  II
5954,Osun,Ifelodun,Ikirun Rural
5955,Osun,Ifelodun,Isale/Oke Afo
5956,Osun,Ifelodun,Obagun
5957,Osun,Ifelodun,Okeba Ikirun
5958,Osun,Ifelodun,Olonde Ikirun
5959,Osun,Ifelodun,Owode Ikirun
5960,Osun,Ifelodun,"Station Road, Ikirun"
5961,Osun,Ila,Ajaba/Edemosi/Aba Orangun
5962,Osun,Ila,Ejigbo  I
5963,Osun,Ila,Ejigbo  II
5964,Osun,Ila,Ejigbo  III
5965,Osun,Ila,Eyindi
5966,Osun,Ila,Eyindi/Iperin
5967,Osun,Ila,Iperin
5968,Osun,Ila,Isedo  I
5969,Osun,Ila,Isedo  II
5970,Osun,Ila,Oke Ede
5971,Osun,Ila,Oke Ola
5972,Osun,Ilesa east,Biladu
5973,Osun,Ilesa east,Bolorunduro
5974,Osun,Ilesa east,Ifosan/Oke-Eso
5975,Osun,Ilesa east,Ijamo
5976,Osun,Ilesa east,Ilerin
5977,Osun,Ilesa east,Iloro/Roye
5978,Osun,Ilesa east,Imo
5979,Osun,Ilesa east,Isare
5980,Osun,Ilesa east,Itisin/Ogudu
5981,Osun,Ilesa east,Okesa
5982,Osun,Ilesa east,Upper & Lower Ijoka
5983,Osun,Ilesa west,Ayeso
5984,Osun,Ilesa west,Ereja
5985,Osun,Ilesa west,Ikoti/Araromi
5986,Osun,Ilesa west,Ilaje
5987,Osun,Ilesa west,Isida/Adeti
5988,Osun,Ilesa west,Isokun
5989,Osun,Ilesa west,Itakogun
5990,Osun,Ilesa west,Lower Egbedi
5991,Osun,Ilesa west,Omofe/Idasa
5992,Osun,Ilesa west,Upper And Lower Igbogi
5993,Osun,Irepodun,Bara A
5994,Osun,Irepodun,Bara B
5995,Osun,Irepodun,Elerin A
5996,Osun,Irepodun,Elerin B
5997,Osun,Irepodun,Elerin C
5998,Osun,Irepodun,Elerin D
5999,Osun,Irepodun,Elerin E
6000,Osun,Irepodun,Olobu A
6001,Osun,Irepodun,Olobu C
6002,Osun,Irepodun,Olobu D
6003,Osun,Irepodun,Olubu B
6004,Osun,Irewole,Ikire A
6005,Osun,Irewole,Ikire B
6006,Osun,Irewole,Ikire C
6007,Osun,Irewole,Ikire D
6008,Osun,Irewole,Ikire E
6009,Osun,Irewole,Ikire F
6010,Osun,Irewole,Ikire G
6011,Osun,Irewole,Ikire H
6012,Osun,Irewole,Ikire I
6013,Osun,Irewole,Ikire J
6014,Osun,Irewole,Ikire K
6015,Osun,Isokan,Alapomu  I (Odo-Osun)
6016,Osun,Isokan,Alapomu  II
6017,Osun,Isokan,Asalu (Mogimogi)
6018,Osun,Isokan,Asalu Ikoyi
6019,Osun,Isokan,Awala  I
6020,Osun,Isokan,Awala  II
6021,Osun,Isokan,Idogun Ward
6022,Osun,Isokan,Olukoyi (Oja-Osun)
6023,Osun,Isokan,Oosa Adifa
6024,Osun,Isokan,Oranran Ward
6025,Osun,Isokan,Osa Ikoyi (Oloke)
6026,Osun,Iwo,Gidigbo  I
6027,Osun,Iwo,Gidigbo  II
6028,Osun,Iwo,Gidigbo  III
6029,Osun,Iwo,Isale Oba  I
6030,Osun,Iwo,Isale Oba  II
6031,Osun,Iwo,Isale Oba  III
6032,Osun,Iwo,Isale Oba  IV
6033,Osun,Iwo,Molete  I
6034,Osun,Iwo,Molete  II
6035,Osun,Iwo,Molete  III
6036,Osun,Iwo,Oke-Adan  I
6037,Osun,Iwo,Oke-Adan  II
6038,Osun,Iwo,Oke-Adan  III
6039,Osun,Iwo,Oke-Oba  I
6040,Osun,Iwo,Oke-Oba  II
6041,Osun,Obokun,Eesun/Ido-Oko
6042,Osun,Obokun,Esa - Odo
6043,Osun,Obokun,Esa-Oke
6044,Osun,Obokun,Ibokun (Township)
6045,Osun,Obokun,Ilahun/Ikinyinwa
6046,Osun,Obokun,Ilare
6047,Osun,Obokun,Ilase/Idominasi
6048,Osun,Obokun,Imesi-Ile
6049,Osun,Obokun,Ipetu-Ile/Adaowode
6050,Osun,Obokun,Otan-Ile
6051,Osun,Odo-otin,Asi/Asaba
6052,Osun,Odo-otin,Baale
6053,Osun,Odo-otin,Ekosin/Iyeku
6054,Osun,Odo-otin,Esa Otun Baale Ode
6055,Osun,Odo-otin,Faji/Opete
6056,Osun,Odo-otin,Igbaye
6057,Osun,Odo-otin,Ijabe/Ila Odo
6058,Osun,Odo-otin,Jagun Osi Bale Ode
6059,Osun,Odo-otin,Oba/Ojomu
6060,Osun,Odo-otin,Okua/Ekusa
6061,Osun,Odo-otin,Oloyan Elemosho / Esa
6062,Osun,Odo-otin,Olukotun
6063,Osun,Odo-otin,Olunisa
6064,Osun,Odo-otin,Ore/Agbeye
6065,Osun,Odo-otin,Osolo/Oparin/Ola
6066,Osun,Ola-oluwa,Ajagba/Iwo Oke
6067,Osun,Ola-oluwa,Asa Ajagunlase
6068,Osun,Ola-oluwa,Asamu/Ilemowu
6069,Osun,Ola-oluwa,Bode-Osi
6070,Osun,Ola-oluwa,Ikire Ile/Iwara
6071,Osun,Ola-oluwa,Isero/Ikonifin
6072,Osun,Ola-oluwa,Obamoro/Ile Ogo
6073,Osun,Ola-oluwa,Ogbaagba  I
6074,Osun,Ola-oluwa,Ogbaagba  II
6075,Osun,Ola-oluwa,Telemu
6076,Osun,Olorunda,Agowande
6077,Osun,Olorunda,Akogun
6078,Osun,Olorunda,Atelewo
6079,Osun,Olorunda,Ayetoro
6080,Osun,Olorunda,Balogun
6081,Osun,Olorunda,Ilie
6082,Osun,Olorunda,Oba Oke
6083,Osun,Olorunda,Oba-Ile
6084,Osun,Olorunda,Owode  I
6085,Osun,Olorunda,Owode  II
6086,Osun,Olorunda,Owoope
6087,Osun,Oriade,Apoti Dagbaja
6088,Osun,Oriade,Erin-Ijesa
6089,Osun,Oriade,Erinmo/Iwaraja
6090,Osun,Oriade,Erin-Oke
6091,Osun,Oriade,Ijebu-Jesa
6092,Osun,Oriade,Ijeda Iloko
6093,Osun,Oriade,Ijeji Arakeji/Owena
6094,Osun,Oriade,Ikeji-Ile
6095,Osun,Oriade,Ipetu Ijesa  I
6096,Osun,Oriade,Ipetu-Ijesa  II
6097,Osun,Oriade,Ira
6098,Osun,Oriade,Iwoye
6099,Osun,Orolu,Olufon Orolu   J
6100,Osun,Orolu,Olufon Orolu  A
6101,Osun,Orolu,Olufon Orolu  B
6102,Osun,Orolu,Olufon Orolu  I
6103,Osun,Orolu,Olufon Orolu C
6104,Osun,Orolu,Olufon Orolu D
6105,Osun,Orolu,Olufon Orolu E
6106,Osun,Orolu,Olufon Orolu F
6107,Osun,Orolu,Olufon Orolu G
6108,Osun,Orolu,Olufon Orolu H
6109,Osun,Osogbo,Alagba
6110,Osun,Osogbo,Are-Ago
6111,Osun,Osogbo,Ataoja  A
6112,Osun,Osogbo,Ataoja  B
6113,Osun,Osogbo,Ataoja  C
6114,Osun,Osogbo,Ataoja  D
6115,Osun,Osogbo,Ataoja  E
6116,Osun,Osogbo,Baba Kekere
6117,Osun,Osogbo,Ekerin
6118,Osun,Osogbo,Eketa
6119,Osun,Osogbo,Jagun A
6120,Osun,Osogbo,Jagun B
6121,Osun,Osogbo,Otun Balogun A
6122,Osun,Osogbo,Otun Hagun B
6123,Osun,Osogbo,Otun Jagun A
6124,Oyo,Afijio,Akinmorin/Jobele
6125,Oyo,Afijio,Awe I
6126,Oyo,Afijio,Awe II
6127,Oyo,Afijio,Fiditi I
6128,Oyo,Afijio,Fiditi II
6129,Oyo,Afijio,Ilora I
6130,Oyo,Afijio,Ilora II
6131,Oyo,Afijio,Ilora III
6132,Oyo,Afijio,Imini
6133,Oyo,Afijio,Iware
6134,Oyo,Akinyele,Ajibade/Alabata/Elekuru
6135,Oyo,Akinyele,Akinyele/Isabiyi/Irepodun
6136,Oyo,Akinyele,Arulogun/Eniosa/Aroro
6137,Oyo,Akinyele,Ijaye/Ojedeji
6138,Oyo,Akinyele,Ikereku
6139,Oyo,Akinyele,Iroko
6140,Oyo,Akinyele,Iwokoto/Talontan/Idi-Oro
6141,Oyo,Akinyele,Ojo-Emo/Moniya
6142,Oyo,Akinyele,Ojoo/Ajibode/Laniba
6143,Oyo,Akinyele,Olanla/Oboda/Labode
6144,Oyo,Akinyele,Olode/Amosun/Onidundu
6145,Oyo,Akinyele,Olorisa-Oko/Okegbemi/Mele
6146,Oyo,Atiba,Agunpopo I
6147,Oyo,Atiba,Agunpopo II
6148,Oyo,Atiba,Agunpopo III
6149,Oyo,Atiba,Aremo
6150,Oyo,Atiba,Ashipa I
6151,Oyo,Atiba,Ashipa II
6152,Oyo,Atiba,Ashipa III
6153,Oyo,Atiba,Bashorun
6154,Oyo,Atiba,Oke-Afin 1
6155,Oyo,Atiba,Oke-Afin II
6156,Oyo,Atisbo,Ago Are I
6157,Oyo,Atisbo,Ago Are II
6158,Oyo,Atisbo,Alaga
6159,Oyo,Atisbo,Basi
6160,Oyo,Atisbo,Irawo Ile
6161,Oyo,Atisbo,Irawo Owode
6162,Oyo,Atisbo,Ofiki
6163,Oyo,Atisbo,Owo/Agunrege/Sabe
6164,Oyo,Atisbo,Tede I
6165,Oyo,Atisbo,Tede II
6166,Oyo,Egbeda,Ayede/Alugbo/Koloko
6167,Oyo,Egbeda,Egbeda
6168,Oyo,Egbeda,Erunmu
6169,Oyo,Egbeda,Olodan/Ajinogbo
6170,Oyo,Egbeda,Olode/Alakia
6171,Oyo,Egbeda,Olodo II
6172,Oyo,Egbeda,Olodo III
6173,Oyo,Egbeda,Olodo/Kumapayi I
6174,Oyo,Egbeda,Olubadan Estate
6175,Oyo,Egbeda,Osegere/Awaye
6176,Oyo,Egbeda,Owobaale/Kasumu
6177,Oyo,Ibadan north,Ward I N2
6178,Oyo,Ibadan north,"Ward II, N3"
6179,Oyo,Ibadan north,"Ward III, N4"
6180,Oyo,Ibadan north,"Ward IV, N5A"
6181,Oyo,Ibadan north,"Ward Ix, (N6B Part I)"
6182,Oyo,Ibadan north,"Ward V, N5B"
6183,Oyo,Ibadan north,"Ward Vi, N6A Part I"
6184,Oyo,Ibadan north,"Ward VII, N6A Part II"
6185,Oyo,Ibadan north,"Ward VIII, N6A Part III"
6186,Oyo,Ibadan north,"Ward X, N6B Part II"
6187,Oyo,Ibadan north,"Ward Xi, Nw8"
6188,Oyo,Ibadan north,"Ward XII, Nw8"
6189,Oyo,Ibadan north east,III  E3
6190,Oyo,Ibadan north east,Ward 2 Ni (Part II)
6191,Oyo,Ibadan north east,Ward I. Ei
6192,Oyo,Ibadan north east,Ward IV  E4
6193,Oyo,Ibadan north east,Ward Ix E7II
6194,Oyo,Ibadan north east,Ward V E5A
6195,Oyo,Ibadan north east,Ward Vi E5B
6196,Oyo,Ibadan north east,Ward VII E6
6197,Oyo,Ibadan north east,Ward VIII E7 I
6198,Oyo,Ibadan north east,Ward X  E8
6199,Oyo,Ibadan north east,Ward Xi  E9 I
6200,Oyo,Ibadan north east,Ward XII  E9 II
6201,Oyo,Ibadan north west,Ward 10 Nw7
6202,Oyo,Ibadan north west,Ward 11 Nw7
6203,Oyo,Ibadan north west,Ward 2 Ni (Part II)
6204,Oyo,Ibadan north west,Ward 3 Nw1
6205,Oyo,Ibadan north west,Ward 4 Nw2
6206,Oyo,Ibadan north west,Ward 5 Nw3 (Part I)
6207,Oyo,Ibadan north west,Ward 6 Nw3 (Part I)
6208,Oyo,Ibadan north west,Ward 7 Nw4
6209,Oyo,Ibadan north west,Ward 8 Nw5
6210,Oyo,Ibadan north west,Ward 9 Nw6
6211,Oyo,Ibadan north west,Ward I Ni (Part I)
6212,Oyo,Ibadan south west,Ward 08 Sw7
6213,Oyo,Ibadan south west,Ward 1 C2
6214,Oyo,Ibadan south west,Ward 10 Sw8 II
6215,Oyo,Ibadan south west,Ward 11 Sw9(1)
6216,Oyo,Ibadan south west,Ward 12 Sw9 II
6217,Oyo,Ibadan south west,Ward 2  Sw1
6218,Oyo,Ibadan south west,Ward 3 Sw2
6219,Oyo,Ibadan south west,Ward 4 Sw3A & 3B
6220,Oyo,Ibadan south west,Ward 5 Sw4
6221,Oyo,Ibadan south west,Ward 6  Sw5
6222,Oyo,Ibadan south west,Ward 7  Sw6
6223,Oyo,Ibadan south west,Ward 9 Sw8 (1)
6224,Oyo,Ibadan south-east,C1
6225,Oyo,Ibadan south-east,S  S5
6226,Oyo,Ibadan south-east,S 1
6227,Oyo,Ibadan south-east,S 2A
6228,Oyo,Ibadan south-east,S 3
6229,Oyo,Ibadan south-east,S 4A
6230,Oyo,Ibadan south-east,S 4B
6231,Oyo,Ibadan south-east,S 6A
6232,Oyo,Ibadan south-east,S 7A
6233,Oyo,Ibadan south-east,S 7B
6234,Oyo,Ibadan south-east,S. 2B
6235,Oyo,Ibadan south-east,S. 6B
6236,Oyo,Ibarapa central,Iberekodo I /(Pataoju)
6237,Oyo,Ibarapa central,Iberekodo/Agbooro/Ita Baale
6238,Oyo,Ibarapa central,Idere I (Molete)
6239,Oyo,Ibarapa central,Idere II (Ominigbo/Oke - Oba)
6240,Oyo,Ibarapa central,Idere III (Koso/Apa)
6241,Oyo,Ibarapa central,Idofin Isaganun
6242,Oyo,Ibarapa central,Igbole/Pako
6243,Oyo,Ibarapa central,Isale-Oba
6244,Oyo,Ibarapa central,Oke-Odo
6245,Oyo,Ibarapa central,Okeserin I & II
6246,Oyo,Ibarapa east,Aborerin
6247,Oyo,Ibarapa east,Anko
6248,Oyo,Ibarapa east,Isaba
6249,Oyo,Ibarapa east,Isale Togun
6250,Oyo,Ibarapa east,Itabo
6251,Oyo,Ibarapa east,New Eruwa
6252,Oyo,Ibarapa east,Oke -Oba
6253,Oyo,Ibarapa east,Oke Otun
6254,Oyo,Ibarapa east,Oke-Imale
6255,Oyo,Ibarapa east,Sango
6256,Oyo,Ibarapa north,Ayete I
6257,Oyo,Ibarapa north,Ayete II
6258,Oyo,Ibarapa north,Igangan I
6259,Oyo,Ibarapa north,Igangan II
6260,Oyo,Ibarapa north,Igangan III
6261,Oyo,Ibarapa north,Igangan IV
6262,Oyo,Ibarapa north,Ofiki I
6263,Oyo,Ibarapa north,Ofiki II
6264,Oyo,Ibarapa north,Tapa I
6265,Oyo,Ibarapa north,Tapa II
6266,Oyo,Ido,Aba Emo/Ilaju/Alako
6267,Oyo,Ido,Akinware/Akindele
6268,Oyo,Ido,Akufo/Idigba/Araromi
6269,Oyo,Ido,Apete/Ayegun/Awotan
6270,Oyo,Ido,Batake/Idi-Iya
6271,Oyo,Ido,Erinwusi/Koguo/Odetola
6272,Oyo,Ido,Fenwa/Oganla/Elenusonso
6273,Oyo,Ido,Ido/Onikede/Okuna Awo
6274,Oyo,Ido,Ogundele/Alaho/Siba/Idi-Ahun
6275,Oyo,Ido,Omi Adio/Omi Onigbagbo Bakatari
6276,Oyo,Irepo,Agoro
6277,Oyo,Irepo,Ajagunna
6278,Oyo,Irepo,Atipa
6279,Oyo,Irepo,Iba I
6280,Oyo,Irepo,Iba II
6281,Oyo,Irepo,Iba III
6282,Oyo,Irepo,Iba IV
6283,Oyo,Irepo,Iba V
6284,Oyo,Irepo,Ikolaba
6285,Oyo,Irepo,Laha/Ajana
6286,Oyo,Iseyin,Ado-Awaye
6287,Oyo,Iseyin,Akinwumi/Osoogun
6288,Oyo,Iseyin,Ekunle I
6289,Oyo,Iseyin,Ekunle II
6290,Oyo,Iseyin,Faramora
6291,Oyo,Iseyin,Ijemba/Oke-Ola/Oke-Oja
6292,Oyo,Iseyin,Isalu I
6293,Oyo,Iseyin,Isalu II
6294,Oyo,Iseyin,Koso I
6295,Oyo,Iseyin,Koso II
6296,Oyo,Iseyin,Ladogan/Oke Eyin
6297,Oyo,Itesiwaju,Babaode
6298,Oyo,Itesiwaju,Igbojaiye
6299,Oyo,Itesiwaju,Ipapo
6300,Oyo,Itesiwaju,Komu
6301,Oyo,Itesiwaju,Okaka I
6302,Oyo,Itesiwaju,Okaka II
6303,Oyo,Itesiwaju,Oke-Amu
6304,Oyo,Itesiwaju,Otu 1
6305,Oyo,Itesiwaju,Otu II
6306,Oyo,Itesiwaju,Owode/Ipapo
6307,Oyo,Iwajowa,Agbaakin I
6308,Oyo,Iwajowa,Agbaakin II
6309,Oyo,Iwajowa,Iwere-Ile I
6310,Oyo,Iwajowa,Iwere-Ile II
6311,Oyo,Iwajowa,Iwere-Ile III
6312,Oyo,Iwajowa,Iwere-Ile IV
6313,Oyo,Iwajowa,Sabi Gana I
6314,Oyo,Iwajowa,Sabi Gana II
6315,Oyo,Iwajowa,Sabi Gana III
6316,Oyo,Iwajowa,Sabi Gana IV
6317,Oyo,Kajola,Ayetoro-Oke I
6318,Oyo,Kajola,Elero
6319,Oyo,Kajola,Gbelekale I & II
6320,Oyo,Kajola,Iba-Ogan
6321,Oyo,Kajola,Ijo
6322,Oyo,Kajola,Ilaji Oke/Iwere-Oke
6323,Oyo,Kajola,Imoba/Oke-Ogun
6324,Oyo,Kajola,Isemi-Ile/Imia/Ilua
6325,Oyo,Kajola,Isia
6326,Oyo,Kajola,Kajola
6327,Oyo,Kajola,Olele
6328,Oyo,Lagelu,Ajara/Opeodu
6329,Oyo,Lagelu,Apatere/Kuffi/Ogunbode/Ogo
6330,Oyo,Lagelu,Arulogun Ehin/Kelebe
6331,Oyo,Lagelu,Ejioku/Igbon/Ariku
6332,Oyo,Lagelu,Lagelu Market/Kajola/Gbena
6333,Oyo,Lagelu,Lagun
6334,Oyo,Lagelu,Lalupon I
6335,Oyo,Lagelu,Lalupon II
6336,Oyo,Lagelu,Lalupon III
6337,Oyo,Lagelu,Ofa-Igbo
6338,Oyo,Lagelu,Ogunjana/Olowode/Ogburo
6339,Oyo,Lagelu,Ogunremi/Ogunsina
6340,Oyo,Lagelu,Oyedeji/Olode/Kutayi
6341,Oyo,Lagelu,Sagbe/Pabiekun
6342,Oyo,Ogbomoso north,Aaje/Ogunbado/Oke Agbede
6343,Oyo,Ogbomoso north,Abogunde
6344,Oyo,Ogbomoso north,Aguodo/ Masifa
6345,Oyo,Ogbomoso north,Isale Afon
6346,Oyo,Ogbomoso north,Isale Alaasa
6347,Oyo,Ogbomoso north,Isale Ora/Saja
6348,Oyo,Ogbomoso north,Jagun
6349,Oyo,Ogbomoso north,Okelerin
6350,Oyo,Ogbomoso north,Osupa
6351,Oyo,Ogbomoso north,Sabo/Tara
6352,Oyo,Ogbomoso south,Akata
6353,Oyo,Ogbomoso south,Alapata
6354,Oyo,Ogbomoso south,Arowomole
6355,Oyo,Ogbomoso south,Ibapon
6356,Oyo,Ogbomoso south,Ijeru I
6357,Oyo,Ogbomoso south,Ijeru II
6358,Oyo,Ogbomoso south,Ilogbo
6359,Oyo,Ogbomoso south,Isoko
6360,Oyo,Ogbomoso south,Lagbedu
6361,Oyo,Ogbomoso south,Oke-Ola/Farm Settlement
6362,Oyo,Ogo-oluwa,Ajaawa I
6363,Oyo,Ogo-oluwa,Ajaawa II
6364,Oyo,Ogo-oluwa,Ayede
6365,Oyo,Ogo-oluwa,Ayetoro
6366,Oyo,Ogo-oluwa,Idewure
6367,Oyo,Ogo-oluwa,Lagbedu
6368,Oyo,Ogo-oluwa,Mowolowo/Iwo-Ate
6369,Oyo,Ogo-oluwa,Odo-Oba
6370,Oyo,Ogo-oluwa,Opete
6371,Oyo,Ogo-oluwa,Otamokun
6372,Oyo,Olorunsogo,Aboke (Aboyun Ogun)
6373,Oyo,Olorunsogo,Elerugba/Elehinke/Sagbo (Aperu)
6374,Oyo,Olorunsogo,Ikolaba/Obadimo
6375,Oyo,Olorunsogo,Onigbeti I (Iyamopo)
6376,Oyo,Olorunsogo,Onigbeti II/Saagbon Agoro (Santo)
6377,Oyo,Olorunsogo,Onigbeti III & IV (Agbeni)
6378,Oyo,Olorunsogo,Opa/Ogunniyi
6379,Oyo,Olorunsogo,Seriki I & Abosino (Okin)
6380,Oyo,Olorunsogo,Seriki II (Agbele)
6381,Oyo,Olorunsogo,Waro/Apata-Alaje
6382,Oyo,Oluyole,Ayegun
6383,Oyo,Oluyole,Idi-Iroko/Ikereku
6384,Oyo,Oluyole,Idi-Osan/Egbeda-Atuba
6385,Oyo,Oluyole,Muslim/Ogbere
6386,Oyo,Oluyole,Odo-Ona Nla
6387,Oyo,Oluyole,Okanhinde/Latunde
6388,Oyo,Oluyole,Olomi/Olunde
6389,Oyo,Oluyole,Olonde/Aba-Nla
6390,Oyo,Oluyole,Onipe
6391,Oyo,Oluyole,Orisunbare/Ojo-Ekun
6392,Oyo,Ona-ara,Akanran/Olorunda
6393,Oyo,Ona-ara,Araromi/Aperin
6394,Oyo,Ona-ara,Badeku
6395,Oyo,Ona-ara,Gbada Efon
6396,Oyo,Ona-ara,Odi Odeyale/Odi Aperin
6397,Oyo,Ona-ara,Ogbere
6398,Oyo,Ona-ara,Ogbere Tioya
6399,Oyo,Ona-ara,Ojoku/Ajia
6400,Oyo,Ona-ara,Olode/Gbedun/Ojebode
6401,Oyo,Ona-ara,Olorunsogo
6402,Oyo,Ona-ara,Oremeji/Agugu
6403,Oyo,Oorelope,Aare
6404,Oyo,Oorelope,Alepata
6405,Oyo,Oorelope,Bonni
6406,Oyo,Oorelope,Igbope/Iyeye I
6407,Oyo,Oorelope,Igbope/Iyeye II
6408,Oyo,Oorelope,Igi Isubu
6409,Oyo,Oorelope,Onibode I
6410,Oyo,Oorelope,Onibode II
6411,Oyo,Oorelope,Onibode III
6412,Oyo,Oorelope,Onigboho/Alomo/Okere
6413,Oyo,Ori ire,Ori Ire I
6414,Oyo,Ori ire,Ori Ire II
6415,Oyo,Ori ire,Ori Ire III
6416,Oyo,Ori ire,Ori Ire IV
6417,Oyo,Ori ire,Ori Ire Ix
6418,Oyo,Ori ire,Ori Ire V
6419,Oyo,Ori ire,Ori Ire Vi
6420,Oyo,Ori ire,Ori Ire VII
6421,Oyo,Ori ire,Ori Ire VIII
6422,Oyo,Ori ire,Ori Ire X
6423,Oyo,Oyo east,Agboye/Molete
6424,Oyo,Oyo east,Ajagba
6425,Oyo,Oyo east,Alaodi/Modeke
6426,Oyo,Oyo east,Apaara
6427,Oyo,Oyo east,Apinni
6428,Oyo,Oyo east,Balogun
6429,Oyo,Oyo east,Jabata
6430,Oyo,Oyo east,Oke Apo
6431,Oyo,Oyo east,Oluajo
6432,Oyo,Oyo east,Owode/Araromi
6433,Oyo,Oyo west,Ajokidero/Akewugberu
6434,Oyo,Oyo west,Akeetan
6435,Oyo,Oyo west,Fasola/Soku
6436,Oyo,Oyo west,Iseke
6437,Oyo,Oyo west,Isokun
6438,Oyo,Oyo west,Iyaji
6439,Oyo,Oyo west,Ojongbodu
6440,Oyo,Oyo west,Opapa
6441,Oyo,Oyo west,Owode
6442,Oyo,Oyo west,Pakoyi/Idode
6443,Oyo,Saki east,Agbonle
6444,Oyo,Saki east,Ago Amodu I
