id,state,lga,edited-ward
2117,Cross rIVer,Obudu,Utugwang South
2118,Cross rIVer,Odukpani,Adiabo/Efut
2119,Cross rIVer,Odukpani,Akamkpa
2120,Cross rIVer,Odukpani,Creek Town I
2121,Cross rIVer,Odukpani,Creek Town II
2122,Cross rIVer,Odukpani,Eki
2123,Cross rIVer,Odukpani,Ekori/Anaku
2124,Cross rIVer,Odukpani,Eniong
2125,Cross rIVer,Odukpani,Ikoneto
2126,Cross rIVer,Odukpani,Ito/Idere/Ukwa
2127,Cross rIVer,Odukpani,Obomitiat/Mbiabo/Ediong
2128,Cross rIVer,Odukpani,Odot
2129,Cross rIVer,Odukpani,Odukpani Central
2130,Cross rIVer,Odukpani,Oniman-Kiong
2131,Cross rIVer,Ogoja,Ekajuk I
2132,Cross rIVer,Ogoja,Ekajuk II
2133,Cross rIVer,Ogoja,Mbube East I
2134,Cross rIVer,Ogoja,Mbube East II
2135,Cross rIVer,Ogoja,Mbube West I
2136,Cross rIVer,Ogoja,Mbube West II
2137,Cross rIVer,Ogoja,Nkum Iborr
2138,Cross rIVer,Ogoja,Nkum Irede
2139,Cross rIVer,Ogoja,Ogoja Urban I
2140,Cross rIVer,Ogoja,Ogoja Urban II
2141,Cross rIVer,Yakurr,Abanakpai
2142,Cross rIVer,Yakurr,Afrekpe/Ekpenti
2143,Cross rIVer,Yakurr,Ajere
2144,Cross rIVer,Yakurr,Assiga
2145,Cross rIVer,Yakurr,Biko Biko
2146,Cross rIVer,Yakurr,Idomi
2147,Cross rIVer,Yakurr,Ijiman
2148,Cross rIVer,Yakurr,Ijom
2149,Cross rIVer,Yakurr,Ikpakapit
2150,Cross rIVer,Yakurr,Inyima
2151,Cross rIVer,Yakurr,Mkpani/Agoi
2152,Cross rIVer,Yakurr,Nkpolo/Ukpawen
2153,Cross rIVer,Yakurr,Ntan
2154,Cross rIVer,Yala,Echumofana
2155,Cross rIVer,Yala,Gabu
2156,Cross rIVer,Yala,Ijiraga
2157,Cross rIVer,Yala,Njrigom/Mfuma
2158,Cross rIVer,Yala,Okpoma
2159,Cross rIVer,Yala,Okuku
2160,Cross rIVer,Yala,Wanakom
2161,Cross rIVer,Yala,Wanihem
2162,Cross rIVer,Yala,Wanikade
2163,Cross rIVer,Yala,Yache
2164,Cross rIVer,Yala,Yahe
2165,Delta,Aniocha - south,Aba - Unor
2166,Delta,Aniocha - south,Ejeme
2167,Delta,Aniocha - south,Isheagu-Ewulu
2168,Delta,Aniocha - south,Nsukwa
2169,Delta,Aniocha - south,Ogwashi - Uku I
2170,Delta,Aniocha - south,Ogwashi - Uku II
2171,Delta,Aniocha - south,Ogwashi - Uku Village
2172,Delta,Aniocha - south,Ubulu - Uku I
2173,Delta,Aniocha - south,Ubulu - Uku II
2174,Delta,Aniocha - south,Ubulu - Unor
2175,Delta,Aniocha - south,Ubulu Okiti
2176,Delta,Aniocha north,Ezi
2177,Delta,Aniocha north,Idumuje - Unor
2178,Delta,Aniocha north,Issele - Azagba
2179,Delta,Aniocha north,Issele Uku I
2180,Delta,Aniocha north,Issele Uku II
2181,Delta,Aniocha north,Obior
2182,Delta,Aniocha north,Obomkpa
2183,Delta,Aniocha north,Onicha - Olona
2184,Delta,Aniocha north,Onicha Ugbo
2185,Delta,Aniocha north,Ukwu - Nzu
2186,Delta,Bomadi,Akugbene  I
2187,Delta,Bomadi,Akugbene  II
2188,Delta,Bomadi,Akugbene  III
2189,Delta,Bomadi,Bomadi
2190,Delta,Bomadi,Kolafiogbene/Ekametagbene
2191,Delta,Bomadi,Kpakiama
2192,Delta,Bomadi,Ogbeinama/Okoloba
2193,Delta,Bomadi,Ogo - Eze
2194,Delta,Bomadi,Ogriagbene
2195,Delta,Bomadi,Syama
2196,Delta,Burutu,Bulou - Ndoro
2197,Delta,Burutu,Ngbilebiri  I
2198,Delta,Burutu,Ngbilebiri  II
2199,Delta,Burutu,Obotebe
2200,Delta,Burutu,Ogbolubiri
2201,Delta,Burutu,Ogulagha
2202,Delta,Burutu,Ojobo
2203,Delta,Burutu,Seimbiri
2204,Delta,Burutu,Tamigbe
2205,Delta,Burutu,Torugbene
2206,Delta,Burutu,Tuomo
2207,Delta,Ethiope  east,Abraka  I
2208,Delta,Ethiope  east,Abraka  II
2209,Delta,Ethiope  east,Abraka  III
2210,Delta,Ethiope  east,Agbon  I
2211,Delta,Ethiope  east,Agbon  II
2212,Delta,Ethiope  east,Agbon  III
2213,Delta,Ethiope  east,Agbon  IV
2214,Delta,Ethiope  east,Agbon  V
2215,Delta,Ethiope  east,Agbon  Vi
2216,Delta,Ethiope  east,Agbon  VII
2217,Delta,Ethiope  east,Agbon  VIII
2218,Delta,Ethiope  west,Jesse  I
2219,Delta,Ethiope  west,Jesse  II
2220,Delta,Ethiope  west,Jesse  III
2221,Delta,Ethiope  west,Jesse IV
2222,Delta,Ethiope  west,Mosogar I
2223,Delta,Ethiope  west,Mosogar II
2224,Delta,Ethiope  west,Oghara I
2225,Delta,Ethiope  west,Oghara II
2226,Delta,Ethiope  west,Oghara III
2227,Delta,Ethiope  west,Oghara IV
2228,Delta,Ethiope  west,Oghara V
2229,Delta,Ika - south,Abavo I
2230,Delta,Ika - south,Abavo II
2231,Delta,Ika - south,Abavo III
2232,Delta,Ika - south,Agbor Town I
2233,Delta,Ika - south,Agbor Town II
2234,Delta,Ika - south,Boji - Boji I
2235,Delta,Ika - south,Boji - Boji II
2236,Delta,Ika - south,Boji - Boji III
2237,Delta,Ika - south,Ekuku - Agbor
2238,Delta,Ika - south,Ihiuiyase I
2239,Delta,Ika - south,Ihuiyase II
2240,Delta,Ika - south,Ihuozomor (Ozanogogo Alisimie)
2241,Delta,Ika north- east,Akumazi
2242,Delta,Ika north- east,Idumuesah
2243,Delta,Ika north- east,Igbodo
2244,Delta,Ika north- east,Mbiri
2245,Delta,Ika north- east,Otolokpo
2246,Delta,Ika north- east,Owa  V
2247,Delta,Ika north- east,Owa  Vi
2248,Delta,Ika north- east,Owa I
2249,Delta,Ika north- east,Owa II
2250,Delta,Ika north- east,Owa III
2251,Delta,Ika north- east,Owa IV
2252,Delta,Ika north- east,Umunede
2253,Delta,Ika north- east,Ute - Ogbeje
2254,Delta,Ika north- east,Ute - Okpu
2255,Delta,Isoko north,Ellu
2256,Delta,Isoko north,Emevor
2257,Delta,Isoko north,Iluelogbo
2258,Delta,Isoko north,Iyede I
2259,Delta,Isoko north,Iyede II
2260,Delta,Isoko north,Okpe - Isoko
2261,Delta,Isoko north,Otibio
2262,Delta,Isoko north,Ovrode
2263,Delta,Isoko north,Owhe/Akiehwe
2264,Delta,Isoko north,Oyede
2265,Delta,Isoko north,Ozoro  I
2266,Delta,Isoko north,Ozoro  II
2267,Delta,Isoko north,Ozoro  III
2268,Delta,Isoko south,Aviara
2269,Delta,Isoko south,Emede
2270,Delta,Isoko south,Enhwe/Okpolo
2271,Delta,Isoko south,Erowa/Umeh
2272,Delta,Isoko south,Igbide
2273,Delta,Isoko south,Irri  II
2274,Delta,Isoko south,Irri I
2275,Delta,Isoko south,Oleh  I
2276,Delta,Isoko south,Oleh  II
2277,Delta,Isoko south,Olomoro
2278,Delta,Isoko south,Uzere
2279,Delta,Ndokwa east,Abarra/Inyi/Onuaboh
2280,Delta,Ndokwa east,Aboh/Akarrai
2281,Delta,Ndokwa east,Afor/Obikwele
2282,Delta,Ndokwa east,Ase
2283,Delta,Ndokwa east,Ashaka
2284,Delta,Ndokwa east,Ibedeni
2285,Delta,Ndokwa east,Ibrede/Igbuku / Onogbokor
2286,Delta,Ndokwa east,Okpai/Utchi/Beneku
2287,Delta,Ndokwa east,Onyia/Adiai/Otuoku/Umuolu
2288,Delta,Ndokwa east,Ossissa
2289,Delta,Ndokwa west,Abbi   II
2290,Delta,Ndokwa west,Abbi I
2291,Delta,Ndokwa west,Emu
2292,Delta,Ndokwa west,Ogume  I
2293,Delta,Ndokwa west,Ogume  II
2294,Delta,Ndokwa west,Onicha - Ukwani
2295,Delta,Ndokwa west,Utagba  Ogbe
2296,Delta,Ndokwa west,Utagba  Uno  I
2297,Delta,Ndokwa west,Utagba  Uno  II
2298,Delta,Ndokwa west,Utagba  Uno  III
2299,Delta,Okpe,Aghalokpe
2300,Delta,Okpe,Aragba  Town
2301,Delta,Okpe,Mereje  I
2302,Delta,Okpe,Mereje  II
2303,Delta,Okpe,Mereje  III
2304,Delta,Okpe,Oha  I
2305,Delta,Okpe,Oha  II
2306,Delta,Okpe,Orerokpe
2307,Delta,Okpe,Oviri - Okpe
2308,Delta,Okpe,Ughoton
2309,Delta,Oshimili - north,Akwukwu
2310,Delta,Oshimili - north,Ebu
2311,Delta,Oshimili - north,Ibusa  I
2312,Delta,Oshimili - north,Ibusa  II
2313,Delta,Oshimili - north,Ibusa  III
2314,Delta,Oshimili - north,Ibusa  IV
2315,Delta,Oshimili - north,Ibusa V
2316,Delta,Oshimili - north,Illah
2317,Delta,Oshimili - north,Okpanam
2318,Delta,Oshimili - north,Ukala
2319,Delta,Oshimili - south,Agu
2320,Delta,Oshimili - south,Anala-Amakom
2321,Delta,Oshimili - south,Cable Point  I
2322,Delta,Oshimili - south,Cable Point  II
2323,Delta,Oshimili - south,Ogbele/Akpako
2324,Delta,Oshimili - south,Okwe
2325,Delta,Oshimili - south,Ugbomanta Quarters
2326,Delta,Oshimili - south,Umuaji
2327,Delta,Oshimili - south,Umuezei
2328,Delta,Oshimili - south,Umuonaje
2329,Delta,Oshimili - south,West End
2330,Delta,Patani,Abari
2331,Delta,Patani,Agoloma
2332,Delta,Patani,Bolou - Angiama
2333,Delta,Patani,Odorubu/Adobu/Bolou Apelebri
2334,Delta,Patani,Patani   II
2335,Delta,Patani,Patani   III
2336,Delta,Patani,Patani  I
2337,Delta,Patani,Taware/Kolowara Aven
2338,Delta,Patani,Toru-Angiama
2339,Delta,Patani,Uduophori
2340,Delta,Sapele,Amuokpe
2341,Delta,Sapele,Elume
2342,Delta,Sapele,Okokporo/Ugborhen
2343,Delta,Sapele,Sapele  Urban  III
2344,Delta,Sapele,Sapele  Urban  IV
2345,Delta,Sapele,Sapele  Urban  V
2346,Delta,Sapele,Sapele  Urban  Vi
2347,Delta,Sapele,Sapele  Urban  VII
2348,Delta,Sapele,Sapele  Urban  VIII
2349,Delta,Sapele,Sapele Urban  I
2350,Delta,Sapele,Sapele Urban  II
2351,Delta,Udu,Aladja
2352,Delta,Udu,Ekete
2353,Delta,Udu,Opete/Assagba/Edjophe
2354,Delta,Udu,Orhuwerun
2355,Delta,Udu,Ovwian   I
2356,Delta,Udu,Ovwian   II
2357,Delta,Udu,Udu  I
2358,Delta,Udu,Udu  II
2359,Delta,Udu,Udu  III
2360,Delta,Udu,Udu  IV
2361,Delta,Ughelli north,Agbarha
2362,Delta,Ughelli north,Agbarho I
2363,Delta,Ughelli north,Agbarho II
2364,Delta,Ughelli north,Evwreni
2365,Delta,Ughelli north,Ogor
2366,Delta,Ughelli north,Orogun   I
2367,Delta,Ughelli north,Orogun   II
2368,Delta,Ughelli north,Ughelli  I
2369,Delta,Ughelli north,Ughelli  II
2370,Delta,Ughelli north,Ughelli  III
2371,Delta,Ughelli north,Uwheru
2372,Delta,Ughelli south,Effurun - Otor
2373,Delta,Ughelli south,Ekakpamre
2374,Delta,Ughelli south,Ewu  I
2375,Delta,Ughelli south,Ewu  II
2376,Delta,Ughelli south,Ewu  III
2377,Delta,Ughelli south,Jeremi  I
2378,Delta,Ughelli south,Jeremi  II
2379,Delta,Ughelli south,Jeremi  III
2380,Delta,Ughelli south,Jeremi  IV
2381,Delta,Ughelli south,Olomu  I
2382,Delta,Ughelli south,Olomu  II
2383,Delta,Ukwuani,Akoku
2384,Delta,Ukwuani,Amai
2385,Delta,Ukwuani,Ebedei
2386,Delta,Ukwuani,Eziokpor
2387,Delta,Ukwuani,Ezionum
2388,Delta,Ukwuani,Obiaruku  I
2389,Delta,Ukwuani,Obiaruku  II
2390,Delta,Ukwuani,Umuebu
2391,Delta,Ukwuani,Umukwata
2392,Delta,Ukwuani,Umutu
2393,Delta,Uvwie,Army Barracks Area
2394,Delta,Uvwie,Effurun  I
2395,Delta,Uvwie,Effurun  II
2396,Delta,Uvwie,Ekpan  I
2397,Delta,Uvwie,Ekpan  II
2398,Delta,Uvwie,Enerhen  I
2399,Delta,Uvwie,Enerhen  II
2400,Delta,Uvwie,Ugbomro/Ugbolokposo
2401,Delta,Uvwie,Ugborikoko
2402,Delta,Uvwie,Ugboroke
2403,Delta,Warri  north,Ebrohimi
2404,Delta,Warri  north,Eghoro
2405,Delta,Warri  north,Gbokoda
2406,Delta,Warri  north,Isekelewu  (Egbema  II)
2407,Delta,Warri  north,Koko  I
2408,Delta,Warri  north,Koko  II
2409,Delta,Warri  north,Ogbinbiri  (Egbema  III)
2410,Delta,Warri  north,Ogbudugbudu  (Egbema  IV)
2411,Delta,Warri  north,Ogheye
2412,Delta,Warri  north,Opuama (Egbema  I)
2413,Delta,Warri south,Bowen
2414,Delta,Warri south,Edjeba
2415,Delta,Warri south,G.R.A.
2416,Delta,Warri south,Igbudu
2417,Delta,Warri south,Obodo/Omadino
2418,Delta,Warri south,Ode-Itsekiri
2419,Delta,Warri south,Ogunu/Ekurede-Urhobo
2420,Delta,Warri south,Okere
2421,Delta,Warri south,Okumagba I
2422,Delta,Warri south,Okumagba II
2423,Delta,Warri south,Pessu
2424,Delta,Warri south,Ugbuwangue/Ekurede-Itsekiri
2425,Delta,Warri south  west,Aja - Udaibo
2426,Delta,Warri south  west,Akpikpa
2427,Delta,Warri south  west,Gbaramatu
2428,Delta,Warri south  west,Isaba
2429,Delta,Warri south  west,Madangho
2430,Delta,Warri south  west,Ogbe - Ijoh
2431,Delta,Warri south  west,Ogidigben
2432,Delta,Warri south  west,Oporoza
2433,Delta,Warri south  west,Orere
2434,Delta,Warri south  west,Ugborodo
2435,Ebonyi,Abakaliki,Abakpa
2436,Ebonyi,Abakaliki,Amachi (Ndebo)
2437,Ebonyi,Abakaliki,Amachi (Ndegu)
2438,Ebonyi,Abakaliki,Amagu / Enyieba
2439,Ebonyi,Abakaliki,Amagu Unuhu
2440,Ebonyi,Abakaliki,AzuII Udene
2441,Ebonyi,Abakaliki,Azuiyiokwu Layout
2442,Ebonyi,Abakaliki,Azumili/Azugwu
2443,Ebonyi,Abakaliki,Edda
2444,Ebonyi,Abakaliki,Izzi Unuhu
2445,Ebonyi,Abakaliki,Ndiagu
2446,Ebonyi,Abakaliki,Okpoitumo Ndebor
2447,Ebonyi,Abakaliki,Okpoitumo Ndiegu
2448,Ebonyi,Abakaliki,Timber Shed
2449,Ebonyi,Afikpo  south,Amaeke
2450,Ebonyi,Afikpo  south,Amangwu Edda
2451,Ebonyi,Afikpo  south,Amaoso
2452,Ebonyi,Afikpo  south,Amato
2453,Ebonyi,Afikpo  south,Amigbo Etiti Edda
2454,Ebonyi,Afikpo  south,Amiri
2455,Ebonyi,Afikpo  south,Ebunwana
2456,Ebonyi,Afikpo  south,Ndioke Ekoli Edda
2457,Ebonyi,Afikpo  south,Nguzu
2458,Ebonyi,Afikpo  south,Oso
2459,Ebonyi,Afikpo  south,Owutu
2460,Ebonyi,Afikpo north,Amata-Akpoha
2461,Ebonyi,Afikpo north,Amogu Akpoha
2462,Ebonyi,Afikpo north,Ezeke Amasiri
2463,Ebonyi,Afikpo north,IbII/Oziza Afikpo
2464,Ebonyi,Afikpo north,Itim Afikpo
2465,Ebonyi,Afikpo north,Nkpoghoro Afikpo
2466,Ebonyi,Afikpo north,Ohaisu Afikpo A
2467,Ebonyi,Afikpo north,Ohaisu Afikpo B
2468,Ebonyi,Afikpo north,Poperi Amasiri
2469,Ebonyi,Afikpo north,Ugwuegu Afikpo
2470,Ebonyi,Afikpo north,Uwana Afikpo 1
2471,Ebonyi,Afikpo north,Uwana Afikpo II
2472,Ebonyi,Ebonyi,(Abakpa)
2473,Ebonyi,Ebonyi,Abofia
2474,Ebonyi,Ebonyi,Agalegu
2475,Ebonyi,Ebonyi,Echiaba
2476,Ebonyi,Ebonyi,Egwudinagu
2477,Ebonyi,Ebonyi,Enyibichiri I
2478,Ebonyi,Ebonyi,Enyibichiri II
2479,Ebonyi,Ebonyi,Kpirikpiri
2480,Ebonyi,Ebonyi,Mbeke
2481,Ebonyi,Ebonyi,Ndiebo
2482,Ebonyi,Ebonyi,Ndiegu
2483,Ebonyi,Ebonyi,Onuenyim
2484,Ebonyi,Ebonyi,Urban New Layout
2485,Ebonyi,Ezza north,Amuda/Ama Wula
2486,Ebonyi,Ezza north,Ekka
2487,Ebonyi,Ezza north,Inyere
2488,Ebonyi,Ezza north,Ndieguazu - Umuoghara
2489,Ebonyi,Ezza north,Nkomoro
2490,Ebonyi,Ezza north,Ogboji
2491,Ebonyi,Ezza north,Okposi Umuoghara
2492,Ebonyi,Ezza north,Omege Umuezeokoha
2493,Ebonyi,Ezza north,Oriuzor
2494,Ebonyi,Ezza north,Oshiegbe Umuez Eokoha
2495,Ebonyi,Ezza north,Umuezeoka
2496,Ebonyi,Ezza south,Amaeka
2497,Ebonyi,Ezza south,Amaezekwe
2498,Ebonyi,Ezza south,Amagu/Nsokara
2499,Ebonyi,Ezza south,Amana
2500,Ebonyi,Ezza south,Amudo/Okoffia
2501,Ebonyi,Ezza south,Amuzu
2502,Ebonyi,Ezza south,Echare
2503,Ebonyi,Ezza south,Ezzama
2504,Ebonyi,Ezza south,Ikwuator/Idembia
2505,Ebonyi,Ezza south,Onueke
2506,Ebonyi,Ezza south,Umunwagu / Idembia
2507,Ebonyi,Ikwo,Ama Inyima
2508,Ebonyi,Ikwo,Echialike
2509,Ebonyi,Ikwo,Eka Awoke
2510,Ebonyi,Ikwo,Ekpanwudele
2511,Ebonyi,Ikwo,Ekpelu
2512,Ebonyi,Ikwo,Enyibichiri
2513,Ebonyi,Ikwo,Etam
2514,Ebonyi,Ikwo,Igbudu I
2515,Ebonyi,Ikwo,Igbudu II
2516,Ebonyi,Ikwo,Inyimagu I
2517,Ebonyi,Ikwo,Inyimagu II
2518,Ebonyi,Ikwo,Ndiagu Amagu I
2519,Ebonyi,Ikwo,Ndiagu Amagu II
2520,Ebonyi,Ikwo,Ndiagu Echara I
2521,Ebonyi,Ikwo,Ndiagu Echara II
2522,Ebonyi,Ikwo,Ndufu Amagu
2523,Ebonyi,Ikwo,Ndufu Amagu I
2524,Ebonyi,Ikwo,Ndufu Awke
2525,Ebonyi,Ikwo,Ndufu Echara
2526,Ebonyi,Ikwo,Noye Alike
2527,Ebonyi,Ishielu,Agba
2528,Ebonyi,Ishielu,Amaezu
2529,Ebonyi,Ishielu,Azuinyaba A
2530,Ebonyi,Ishielu,Azuinyaba B
2531,Ebonyi,Ishielu,Ezillo I
2532,Ebonyi,Ishielu,Ezillo II
2533,Ebonyi,Ishielu,Ezzagu(Nkomor)
2534,Ebonyi,Ishielu,Ezzagu(Ogboji)
2535,Ebonyi,Ishielu,Iyionu
2536,Ebonyi,Ishielu,Nkalagu
2537,Ebonyi,Ishielu,Nkalaha
2538,Ebonyi,Ishielu,Ntezi
2539,Ebonyi,Ishielu,Obeagu
2540,Ebonyi,Ishielu,Ohofia
2541,Ebonyi,Ishielu,Okpoto
2542,Ebonyi,Ishielu,Umuhuali
2543,Ebonyi,IVo,Akaeze Ishiagu
2544,Ebonyi,IVo,Akaeze Ukwu
2545,Ebonyi,IVo,Amagu
2546,Ebonyi,IVo,Amonye
2547,Ebonyi,IVo,Ihenta Ogidi
2548,Ebonyi,IVo,Iyioji Akaeze
2549,Ebonyi,IVo,Ndiokoro Ukwu
2550,Ebonyi,IVo,Ngwogwo
2551,Ebonyi,IVo,Obinagu
2552,Ebonyi,IVo,Okue
2553,Ebonyi,IVo,Umobo
2554,Ebonyi,Izzi,Agbaja Anyanwuigwe
2555,Ebonyi,Izzi,Agbaja Offia Onwe
2556,Ebonyi,Izzi,Agbaja(Mgbo)
2557,Ebonyi,Izzi,Ezza Inyimagu - Igweled Oha
2558,Ebonyi,Izzi,Ezza Inyimagu - Iziogo
2559,Ebonyi,Izzi,Ezza Inyimagu Igbuhu
2560,Ebonyi,Izzi,Ezza Inyimagu Ndiagu
2561,Ebonyi,Izzi,Igbeagu  III
2562,Ebonyi,Izzi,Igbeagu Ndi Ettah
2563,Ebonyi,Izzi,Igbeagu Nduogbu
2564,Ebonyi,Izzi,Mgbalaku Inyimagu I
2565,Ebonyi,Izzi,Mgbalaku Inyimagu II
2566,Ebonyi,Izzi,Ndieze Inyimagu 11 Ndiabor Ishiagu
2567,Ebonyi,Izzi,Ndieze Inyimagu Mgbabeluzor
2568,Ebonyi,Ohaozara,Amaechi Okposi
2569,Ebonyi,Ohaozara,Enena Ezeraku
2570,Ebonyi,Ohaozara,Mgbom Okposi
2571,Ebonyi,Ohaozara,Obiozara
2572,Ebonyi,Ohaozara,Okposi Achara
2573,Ebonyi,Ohaozara,Okposi Okwu
2574,Ebonyi,Ohaozara,Ugbogologo/Ugwulangwu
2575,Ebonyi,Ohaozara,Uhuo Taru-Ugwu-Langwu
2576,Ebonyi,Ohaozara,Umic Hima
2577,Ebonyi,Ohaozara,Umunaga
2578,Ebonyi,Ohaozara,Umuobuna
2579,Ebonyi,Ohaukwu,Effium  II
2580,Ebonyi,Ohaukwu,Effium I
2581,Ebonyi,Ohaukwu,Ezzamgbo
2582,Ebonyi,Ohaukwu,Ishi Ngbo I
2583,Ebonyi,Ohaukwu,Ishi Ngbo II
2584,Ebonyi,Ohaukwu,Ngbo
2585,Ebonyi,Ohaukwu,Okposhi  I
2586,Ebonyi,Ohaukwu,Okposhi II
2587,Ebonyi,Ohaukwu,Umu Ogudu Akpu I
2588,Ebonyi,Ohaukwu,Umu Ogudu Akpu II
2589,Ebonyi,Ohaukwu,Umu Ogudu Oshia
2590,Ebonyi,Ohaukwu,Umuagara / Amechi
2591,Ebonyi,Ohaukwu,Wigbeke I
2592,Ebonyi,Ohaukwu,Wigbeke II
2593,Ebonyi,Ohaukwu,Wigbeke III
2594,Ebonyi,Onicha,Abaomege
2595,Ebonyi,Onicha,Agbabor-Isu
2596,Ebonyi,Onicha,Amanator-Isu
2597,Ebonyi,Onicha,Ebia Oshiri
2598,Ebonyi,Onicha,Enuagu-Onicha
2599,Ebonyi,Onicha,Isinkwo-Ukamu
2600,Ebonyi,Onicha,Isi-Onicha
2601,Ebonyi,Onicha,Obeagu-Isu
2602,Ebonyi,Onicha,Oguduukwor Oshiri
2603,Ebonyi,Onicha,Okuzu-Ukawu
2604,Ebonyi,Onicha,Ugwu-Oshiri
2605,Ebonyi,Onicha,Umudomi-Onicha
2606,Edo,Akoko edo,Enwan/Atte/Ikpeshi/Egbigele
2607,Edo,Akoko edo,Ibillo/ Ekpesa/ Ekor/ Ikiran-Ile/ Oke
2608,Edo,Akoko edo,Igarra I
2609,Edo,Akoko edo,Igarra II
2610,Edo,Akoko edo,Imoga/ Lampese/ Bekuma/ Ekpe
2611,Edo,Akoko edo,Makeke/ Ojah/ Dangbala/ Ojirami/ Anyawoza
2612,Edo,Akoko edo,Oloma/ Okpe/ Ijaja/ Kakuma/ Anyara
2613,Edo,Akoko edo,Ososo
2614,Edo,Akoko edo,Somorika / Ogbe / Sasaro / Onumu / Eshawa / Ogugu Igboshi-Afe / Igboshi - Ele / Aiyegunle
2615,Edo,Akoko edo,Uneme-Nekhua/Akpama/ Aiyetoro/ Ekpedo/ Erhurun/ Uneme Osu
2616,Edo,Egor,Egor
2617,Edo,Egor,Evbareke
2618,Edo,Egor,Ogida/Use
2619,Edo,Egor,Okhoro
2620,Edo,Egor,Oliha
2621,Edo,Egor,Otubu
2622,Edo,Egor,Ugbowo
2623,Edo,Egor,Uselu I
2624,Edo,Egor,Uselu II
2625,Edo,Egor,Uwelu
2626,Edo,Esan central,Ewu I
2627,Edo,Esan central,Ewu II
2628,Edo,Esan central,Ikekato
2629,Edo,Esan central,Opoji
2630,Edo,Esan central,Otoruwo I
2631,Edo,Esan central,Otoruwo II
2632,Edo,Esan central,Ugbegun
2633,Edo,Esan central,Uneah
2634,Edo,Esan central,Uwessan  I
2635,Edo,Esan central,Uwessan II
2636,Edo,Esan north east,Amedokhian
2637,Edo,Esan north east,Arue
2638,Edo,Esan north east,Efandion
2639,Edo,Esan north east,Egbele
2640,Edo,Esan north east,Ewoyi
2641,Edo,Esan north east,Idumu-Okojie
2642,Edo,Esan north east,Obeidu
2643,Edo,Esan north east,Ubierumu
2644,Edo,Esan north east,Uelen/ Okugbe
2645,Edo,Esan north east,Uwalor
2646,Edo,Esan north east,Uzea
2647,Edo,Esan south east,Emu
2648,Edo,Esan south east,Ewatto
2649,Edo,Esan south east,Ewohimi I
2650,Edo,Esan south east,Ewohimi II
2651,Edo,Esan south east,Illushi I
2652,Edo,Esan south east,Illushi II
2653,Edo,Esan south east,Ohordua
2654,Edo,Esan south east,Ubiaja I
2655,Edo,Esan south east,Ubiaja II
2656,Edo,Esan south east,Ugboha
2657,Edo,Esan west,Egoro/Idoa/Ukhun
2658,Edo,Esan west,Emaudo/ Eguare/ Ekpoma
2659,Edo,Esan west,Emuhi/ Ukpenu/ Ujoelen
2660,Edo,Esan west,Ihunmudumu/Idumebo/Uke/Ujemen
2661,Edo,Esan west,Illeh/Eko-Ine
2662,Edo,Esan west,Iruekpen
2663,Edo,Esan west,Ogwa
2664,Edo,Esan west,Uhiele
2665,Edo,Esan west,Ujiogba
2666,Edo,Esan west,Urohi
2667,Edo,Etsako  west,Anwain
2668,Edo,Etsako  west,Auchi
2669,Edo,Etsako  west,Auchi  III
2670,Edo,Etsako  west,Auchi I
2671,Edo,Etsako  west,Auchi II
2672,Edo,Etsako  west,Aviele
2673,Edo,Etsako  west,Jagbe
2674,Edo,Etsako  west,South Ibie
2675,Edo,Etsako  west,Uzairue North East
2676,Edo,Etsako  west,Uzairue North West
2677,Edo,Etsako  west,Uzairue South East
2678,Edo,Etsako  west,Uzairue South West
2679,Edo,Etsako central,Ekperi I
2680,Edo,Etsako central,Ekperi II
2681,Edo,Etsako central,Ekperi III
2682,Edo,Etsako central,Fugar I
2683,Edo,Etsako central,Fugar II
2684,Edo,Etsako central,Fugar III
2685,Edo,Etsako central,Iraokhor
2686,Edo,Etsako central,Ogbona
2687,Edo,Etsako central,South Uneme I
2688,Edo,Etsako central,South Uneme II
2689,Edo,Etsako east,Agenebode
2690,Edo,Etsako east,Okpekpe
2691,Edo,Etsako east,Okpella I
2692,Edo,Etsako east,Okpella II
2693,Edo,Etsako east,Okpella III
2694,Edo,Etsako east,Okpella IV
2695,Edo,Etsako east,Three Ibies
2696,Edo,Etsako east,Wanno I
2697,Edo,Etsako east,Wanno II
2698,Edo,Etsako east,Weppa
2699,Edo,Igueben,Afuda/Idumuoka
2700,Edo,Igueben,Amahor/Ugun
2701,Edo,Igueben,Ekekhen/Idumu/Ogo/Egbike
2702,Edo,Igueben,Ekpon
2703,Edo,Igueben,Ewossa
2704,Edo,Igueben,Idigun/ Idumedo
2705,Edo,Igueben,Okalo/ Okpujie
2706,Edo,Igueben,Owu/ Okuta/ Eguare Ebelle
2707,Edo,Igueben,Udo
2708,Edo,Igueben,Uhe/Idumuogbo/Idumueke
2709,Edo,Ikpoba/okha,Aduwawa / Evbo Modu
2710,Edo,Ikpoba/okha,Gorretti
2711,Edo,Ikpoba/okha,Idogbo
2712,Edo,Ikpoba/okha,Iwogban/Uteh
2713,Edo,Ikpoba/okha,Obayantor
2714,Edo,Ikpoba/okha,Ogbeson
2715,Edo,Ikpoba/okha,Ologbo
2716,Edo,Ikpoba/okha,Oregbeni
2717,Edo,Ikpoba/okha,St. Saviour
2718,Edo,Ikpoba/okha,Ugbekun
2719,Edo,Oredo,Gra/Etete
